8 data sets,,,,,,,,
0 seconds be,tween data,,,,,,,
0        100,100,100,100,100,100,100,100,
TIME,WIND_SPEED,WIND_DIR,AIR_TEMP,REL_HUM,SOLAR_RAD,LW_RAD_IN,ATM_PRESS,PRECIP
2018001,7.716,91.087,-22.757,0.744,0,155.069,1008.183,0
2018002,4.16,157.926,-17.01,0.766,0,234.575,986.853,0.00005
2018003,3.547,160.526,-26.141,0.737,0,151.29,1003.605,0
2018004,2.121,266.758,-29.533,0.723,0,136.192,1006.572,0
2018005,4.796,328.87,-27.231,0.72,0,141.69,1009.736,0
2018006,11.246,0.002,-16.795,0.78,0,234.772,987.611,0
2018007,6.58,101.621,-8.763,0.873,0,264.114,973.471,0.00004
2018008,6.835,128.442,-14.808,0.744,0,172.875,983.963,0
2018009,1.624,346.644,-11.496,0.843,0,265.247,987.05,0.00007
2018010,13.09,180.638,-18.957,0.698,0,204.313,979.327,0
2018011,5.969,140.937,-26.64,0.683,0,140.777,999.798,0
2018012,7.391,101.056,-27.525,0.722,0,131.304,1001.204,0
2018013,4.501,75.805,-27.591,0.72,0,139.037,1006.358,0
2018014,10.3,154.369,-23.424,0.728,0,179.648,993.864,0
2018015,5.192,140.55,-27.579,0.731,0,140.308,1019.721,0
2018016,8.779,46.489,-15.412,0.691,0,246.63,1000.944,0
2018017,2.544,114.345,-17.123,0.733,0,188.566,981.61,0
2018018,2.824,207.42,-17.163,0.827,0,214.554,981.92,0
2018019,2.577,193.349,-9.04,0.889,0,265.913,965.742,0.00003
2018020,3.974,263.637,-12.673,0.796,0,257.542,982.406,0.00024
2018021,4.642,248.906,-16.243,0.761,0,239.287,994.45,0.00015
2018022,5.21,252.291,-15.714,0.815,0,223.079,996.538,0
2018023,8.641,288.931,-13.2,0.838,0,260.661,991.415,0.00005
2018024,5.828,180.086,-16.901,0.805,0,239.434,994.227,0.00001
2018025,5.463,304.458,-15.862,0.825,0,228.449,993.027,0
2018026,7.472,246.487,-8.444,0.886,0,279.471,978.927,0.00015
2018027,9.037,187.373,-20.106,0.726,0,189.638,995.52,0
2018028,2.409,114.941,-26.447,0.74,0,145.342,1010.526,0
2018029,2.758,115.569,-24.771,0.738,0,166.776,1010.768,0
2018030,15.11,313.307,-20.487,0.787,0,244.917,985.064,0.00033
2018031,10.935,175.766,-21.758,0.65,0,209.087,978.654,0.00002
2018032,6.965,131.645,-26.318,0.723,0,143.386,1000.563,0
2018033,5.073,114.812,-23.577,0.722,0,198.759,998.833,0.00001
2018034,5.46,120.972,-30.222,0.709,0,131.153,996.122,0
2018035,11.205,76.642,-23.022,0.716,0,181.385,984.008,0
2018036,6.852,138.341,-22.009,0.732,0,168.244,988.313,0
