8 data sets,,,,,,,,
0 seconds be,tween data,,,,,,,
0        102,102,102,102,102,102,102,102,
TIME,WIND_SPEED,WIND_DIR,AIR_TEMP,REL_HUM,SOLAR_RAD,LW_RAD_IN,ATM_PRESS,PRECIP
2018001,4.145,93.929,-24.929,0.757,0,152.819,1011.847,0
2018002,7.038,48.945,-18.721,0.76,0,223.95,987.939,0.00005
2018003,6.02,153.08,-23.543,0.737,0,170.665,1002.511,0
2018004,2.543,266.59,-25.521,0.752,0,154.067,1005.697,0
2018005,3.11,275.432,-26.725,0.707,0,139.815,1010.525,0
2018006,11.605,348.325,-19.229,0.71,0,222.772,995.751,0
2018007,5.257,113.496,-6.943,0.896,0,278.489,975.745,0.00004
2018008,4.675,124.547,-14.558,0.792,0,179,985.081,0
2018009,5.468,329.778,-13.062,0.785,0,209.622,988.464,0
2018010,11.838,151.855,-1.713,0.918,0,294.938,969.749,0.00004
2018011,12.189,164.726,-22.446,0.698,0,211.027,996.47,0.0001
2018012,5.304,107.447,-27.56,0.718,0,130.429,1004.048,0
2018013,2.606,62.541,-25.839,0.741,0,140.662,1009.366,0
2018014,5.289,42.575,-17.414,0.787,0,232.523,990.528,0.00005
2018015,10.005,177.542,-23.335,0.718,0,164.808,1015.408,0
2018016,8.359,32.555,-20.175,0.716,0,236.13,1009.327,0
2018017,6.566,42.322,-13.514,0.745,0,194.066,984.001,0
2018018,4.161,129.782,-14.122,0.857,0,194.304,980.858,0
2018019,6.013,75.003,0.54,0.922,0,286.413,966.038,0
2018020,2.432,199.372,-9.16,0.85,0,271.042,981.172,0
2018021,5.144,165.549,-9.78,0.856,0,256.162,991.911,0
2018022,3.076,291.556,-8.634,0.853,0,272.954,994.656,0
2018023,6.557,306.686,-10.755,0.83,0,267.411,991.751,0.00008
2018024,5.399,137.71,-10.049,0.816,0,250.184,992.789,0.00001
2018025,5.078,297.869,-14.228,0.842,0,207.949,993.262,0
2018026,7.613,290.79,-3.755,0.89,0,293.846,974.302,0.00003
2018027,9.447,179.844,-9.919,0.798,0,259.388,987.066,0.00009
2018028,4.921,156.946,-22.884,0.756,0,155.842,1009.791,0
2018029,1.971,112.576,-19.818,0.704,0,218.401,1011.284,0.00002
2018030,11.937,324.233,-18.387,0.776,0,241.792,990.338,0.00004
2018031,8.681,115.788,-21.025,0.704,0,154.962,977.436,0
2018032,9.115,150.915,-22.621,0.703,0,182.386,999.649,0
2018033,3.546,51.946,-20.2,0.728,0,206.509,1000.333,0.00003
2018034,4.327,166.264,-25.415,0.752,0,192.903,996.098,0
2018035,7.618,65.549,-26.253,0.712,0,135.885,993.024,0
2018036,6.179,123.769,-20.992,0.746,0,192.369,988.399,0
2018037,5.772,47.598,-26.481,0.732,0,138.556,995.793,0
2018038,4.915,88.309,-24.848,0.769,0,146.252,997.692,0
2018039,3.652,105.002,-25.309,0.801,0,140.581,1001.225,0
2018040,6.503,69.826,-24.903,0.727,0,147.973,1000.43,0
2018041,5.463,24.764,-22.496,0.785,0,163.871,991.472,0
2018042,8.339,151.813,-15.009,0.815,0,222.022,984.632,0.00001
2018043,5.201,78.926,-28.123,0.706,0,133.422,1009.673,0
2018044,14.029,17.687,-17.382,0.797,0,198.953,988.172,0.00001
2018045,6.648,11.424,-6.544,0.905,0,290.963,972.688,0.00073
2018046,11.606,156.865,-21.864,0.722,0,149.682,991.701,0.00001
2018047,7.233,64.539,-19.694,0.764,0,158.34,988.596,0
2018048,6.381,123.373,-17.182,0.776,0,200.814,981.128,0
2018049,1.144,206.42,-17.272,0.767,0,207.285,987.708,0
2018050,3.396,154.319,-27.071,0.724,0,139.04,1000.375,0
2018051,0.924,217.323,-17.341,0.725,0,219.556,995.637,0.00001
2018052,6.345,116.108,-17.939,0.797,0,198.213,998.115,0
2018053,8.19,3.55,-18.911,0.807,0,164.28,1002.511,0
2018054,4.189,154.025,-16.397,0.795,0,175.712,994.289,0
2018055,9.731,7.256,-16.028,0.8,0,178.717,986.079,0
2018056,3.142,52.195,-7.684,0.913,0,276.457,970.963,0.0001
2018057,6.291,344.562,-13.942,0.846,0,193.938,978.16,0
2018058,6.263,95.796,-10.572,0.836,0,238.077,987.185,0.00002
2018059,6.825,353.898,-11.132,0.801,0,194.991,983.293,0
2018060,1.883,90.989,-14.125,0.944,0,195.991,991.038,0
2018061,2.767,148.749,-10.089,0.903,0,249.853,1002.06,0
2018062,5.802,247.94,-11.195,0.899,0,207.332,1005.221,0
2018063,8.943,278.771,-2.05,0.874,0,297.581,998.91,0.00012
2018064,9.86,285.812,-2.34,0.774,0,295.815,992.094,0.00016
2018065,4.941,234.948,-12.507,0.776,0,195.86,997.582,0
2018066,2.324,284.653,-15.907,0.812,0,190.152,995.305,0
2018067,0.938,59.773,-16.409,0.89,0,196.497,993.162,0
2018068,0.771,296.247,-12.286,0.901,1.5,236.034,990.11,0
2018069,7.04,310.345,-9.604,0.749,5,213.18,988.604,0
2018070,5.067,98.995,-8.829,0.88,9,212.6,996.168,0
2018071,6.886,156.42,-11.204,0.834,12.75,189.336,1002.926,0
2018072,5.304,9.123,-10.076,0.801,24,209.211,1001.99,0
2018073,6.991,171.227,-8.718,0.912,20.5,199.62,990.324,0
2018074,3.953,238.072,-16.166,0.801,24.5,182.786,996.156,0
2018075,2.006,340.721,-13.237,0.622,30.25,200.986,996.055,0
2018076,5.621,39.711,-9.475,0.713,33.5,202.66,988.728,0
2018077,0.775,103.198,-5.784,0.859,24.75,274.864,988.74,0
2018078,4.985,235.666,-13.274,0.741,41.5,189.518,997.973,0
2018079,5.108,294.956,-4.734,0.813,28.25,285.267,991.82,0
