TIME	WIND_SPEED	WIND_DIR	AIR_TEMP	REL_HUM	SOLAR_RAD	LW_RAD_IN	ATM_PRESS	RAIN	SNOW
2016028	5.946	169.872	-12.272	0.809	0.0	233.899	988.663	0.0	0.0448
2016029	11.26	346.052	-5.064	0.879	0.0	287.94	968.359	0.0	0.045
2016030	8.148	96.867	-1.306	0.91	0.0	280.765	962.618	0.0	0.045
2016031	4.41	170.387	-9.091	0.83	0.0	258.452	977.212	0.0	0.045
2016032	3.122	147.899	-11.554	0.845	0.0	251.642	987.91	0.0	0.0455
2016033	0.836	275.073	-20.194	0.862	0.0	172.359	997.454	0.0	0.0455
2016034	3.029	340.871	-15.74	0.84	0.0	195.237	990.964	0.0	0.0455
2016035	5.666	139.222	-12.045	0.862	0.0	223.983	991.654	0.0	0.0455
2016036	2.121	311.683	-14.955	0.848	0.0	207.63	995.99	0.0	0.0455
2016037	7.314	298.494	-8.986	0.884	0.0	266.246	984.993	0.0	0.0485
2016038	9.242	162.683	-4.792	0.914	0.0	290.067	972.007	0.0	0.049300000000000004
2016039	10.688	162.565	-16.741	0.76	0.0	163.908	996.751	0.0	0.049300000000000004
2016040	5.134	160.128	-22.587	0.797	0.0	152.929	1000.442	0.0	0.049300000000000004
2016041	2.986	297.804	-19.175	0.686	0.0	210.688	996.155	0.0	0.049300000000000004
2016042	2.909	99.81	-17.699	0.793	0.0	200.356	997.933	0.0	0.049300000000000004
2016043	7.986	154.629	-26.487	0.695	0.0	131.243	1008.17	0.0	0.049300000000000004
2016044	4.161	354.578	-25.583	0.73	0.0	141.515	1008.09	0.0	0.049300000000000004
2016045	10.283	353.977	-12.121	0.815	0.0	258.728	983.746	0.0	0.058300000000000005
2016046	2.702	96.563	-13.532	0.94	0.0	208.001	974.72	0.0	0.058300000000000005
2016047	6.17	148.338	-20.682	0.779	0.0	158.235	990.216	0.0	0.058300000000000005
2016048	6.326	346.51	-16.601	0.765	0.0	213.561	992.776	0.0	0.058300000000000005
2016049	7.22	330.681	-5.576	0.889	0.0	260.117	982.632	0.0	0.058300000000000005
2016050	2.744	242.832	-1.183	0.948	0.0	308.082	965.764	0.0	0.058300000000000005
2016051	10.54	151.8	-8.498	0.809	0.0	200.06	984.639	0.0	0.058300000000000005
2016052	2.308	117.762	-21.783	0.796	0.0	153.009	1001.674	0.0	0.058300000000000005
2016053	6.536	342.823	-9.078	0.852	0.0	273.72	989.999	0.0	0.059300000000000005
2016054	2.914	184.073	-8.464	0.904	0.0	255.045	989.797	0.0	0.059300000000000005
2016055	5.612	350.012	-7.254	0.873	0.0	281.136	991.932	0.0	0.059800000000000006
2016056	7.436	148.292	-9.724	0.853	0.0	256.491	999.959	0.0	0.06130000000000001
2016057	6.679	46.139	-8.78	0.852	0.0	210.048	985.425	0.0	0.06130000000000001
2016058	7.371	185.946	-2.978	0.915	0.0	270.845	977.197	0.0	0.06130000000000001
2016059	5.015	175.588	-12.605	0.732	0.0	241.283	983.686	0.0	0.06130000000000001
2016060	7.004	148.265	-24.691	0.675	0.0	141.609	994.82	0.0	0.06130000000000001
2016061	4.407	94.668	-22.464	0.687	0.0	150.969	995.754	0.0	0.06130000000000001
2016062	1.273	292.604	-22.361	0.838	0.0	158.79	991.306	0.0	0.06130000000000001
2016063	3.6	117.171	-22.137	0.754	0.0	150.818	996.079	0.0	0.06130000000000001
2016064	6.715	314.157	-11.528	0.767	0.0	259.282	987.614	0.0	0.0683
2016065	5.958	3.275	-9.281	0.902	0.0	254.583	993.355	0.0	0.0683
2016066	5.687	6.351	-3.233	0.94	0.0	253.934	972.046	0.0	0.0683
2016067	6.573	253.719	-5.116	0.932	0.0	230.712	981.731	0.0	0.0683
2016068	1.571	253.151	0.008	0.977	0.75	318.989	976.399	0.0	0.06821679570392074
2016069	1.856	144.635	-15.532	0.854	5.25	194.283	989.331	0.0	0.06821679570392074
2016070	2.92	347.079	-7.02	0.89	8.25	250.749	993.102	0.0	0.06821679570392074
2016071	11.283	22.985	1.956	0.916	9.25	318.938	983.115	0.0	0.027175281273433265
2016072	1.446	115.512	-7.074	0.893	16.0	232.904	989.782	0.0	0.027175281273433265
2016073	8.734	331.943	3.275	0.909	19.5	266.357	977.212	0.0	0.0
2016074	4.631	16.328	-2.573	0.689	24.5	225.565	974.266	0.0	0.0
2016075	9.138	274.96	2.306	0.93	26.25	272.384	973.457	0.0	0.0
2016076	5.207	131.806	-2.427	0.924	26.5	274.984	980.704	0.0	0.0
2016077	6.421	233.78	-5.705	0.748	34.5	239.419	986.845	0.0	0.0
2016078	4.691	264.601	-9.498	0.816	43.25	193.236	998.703	0.0	0.0
2016079	2.899	118.832	-8.86	0.838	47.5	202.173	1000.965	0.0	0.0
2016080	4.83	127.407	-7.153	0.85	58.25	209.179	1000.745	0.0	0.0
2016081	3.671	244.862	-7.058	0.712	39.25	257.023	993.397	0.0	0.0
2016082	5.549	235.861	-7.864	0.658	56.0	250.019	988.81	0.0	0.0
2016083	3.121	190.569	-12.796	0.707	63.25	194.278	998.547	0.0	0.0
2016084	8.874	18.82	-5.36	0.748	55.25	275.964	987.72	3e-05	0.0
2016085	8.693	184.105	-9.262	0.879	81.25	187.483	985.532	0.0	0.0
2016086	1.052	114.782	-14.854	0.833	89.25	174.269	997.482	0.0	0.0
2016087	5.923	12.463	-2.684	0.855	59.75	290.335	987.554	0.0	0.0
2016088	4.055	192.067	-0.886	0.897	47.0	298.607	993.831	1e-05	0.0
2016089	1.463	14.927	-4.491	0.821	101.0	226.549	992.769	0.0	0.0
2016090	4.016	163.578	-3.441	0.871	107.0	223.357	982.558	1e-05	0.0
2016091	4.562	175.555	-1.644	0.818	106.25	234.322	980.046	0.0	0.0
2016092	7.692	150.978	-10.208	0.707	125.0	171.064	990.43	0.0	0.0
2016093	6.506	154.346	-11.641	0.748	129.75	184.778	990.381	0.0	0.0
2016094	6.684	242.714	-7.418	0.804	45.25	272.172	983.862	2e-05	0.0
2016095	3.871	176.277	-11.696	0.621	141.0	177.547	1000.991	0.0	0.0
2016096	6.426	310.157	-4.167	0.669	64.75	288.319	991.664	3e-05	0.0
2016097	4.985	223.273	-4.713	0.889	147.75	215.268	987.546	0.0	0.0
2016098	5.905	152.053	-0.42	0.976	51.75	308.821	984.751	3e-05	0.0
2016099	6.763	174.272	-8.143	0.776	166.25	179.552	998.02	0.0	0.0
2016100	8.451	339.383	-8.008	0.651	106.25	259.375	990.895	0.0	0.0
2016101	8.813	198.169	-2.404	0.887	75.75	294.218	970.848	0.0001	0.0
2016102	11.212	159.462	-10.149	0.772	162.5	194.966	993.316	0.0	0.0
2016103	7.408	343.758	-6.236	0.677	121.5	246.686	996.247	0.0	0.0
2016104	7.049	353.422	-1.997	0.813	186.25	232.878	993.011	0.0	0.0
2016105	10.725	322.874	2.967	0.916	33.75	336.174	983.736	0.0001	0.0
2016106	8.94	217.017	2.914	0.987	180.25	284.324	984.004	0.00012	0.0
2016107	8.183	200.36	1.023	0.942	96.0	309.14	998.064	0.0003	0.0
2016108	7.24	224.55	0.805	0.925	57.5	316.3	1004.191	9e-05	0.0
2016109	4.968	235.825	-0.797	0.899	189.25	239.504	1007.805	0.0	0.0
2016110	3.339	304.272	3.799	0.712	221.5	247.06	1002.259	0.0	0.0
2016111	6.63	22.672	3.693	1.0	211.25	287.098	988.842	0.0	0.0
2016112	9.481	193.295	-2.2	0.773	232.25	215.032	995.603	0.0	0.0
2016113	4.852	166.151	-2.298	0.69	169.75	254.061	998.326	0.0	0.0
2016114	5.263	234.951	0.453	0.675	109.0	303.649	995.098	0.0	0.0
2016115	8.441	248.946	-1.622	0.655	247.5	214.218	993.837	0.0	0.0
2016116	8.622	242.267	-0.153	0.67	224.75	226.816	990.056	0.0	0.0
2016117	5.495	274.883	0.293	0.681	244.5	231.526	994.426	0.0	0.0
2016118	5.618	266.247	0.987	0.685	247.75	238.838	997.221	0.0	0.0
2016119	5.729	252.434	0.309	0.633	219.25	239.332	999.409	0.0	0.0
2016120	3.814	220.897	1.167	0.789	271.75	233.492	1000.187	0.0	0.0
2016121	3.509	227.156	2.518	0.709	274.5	241.832	1003.245	0.0	0.0
2016122	1.391	129.654	6.859	0.836	269.25	258.488	1001.275	0.0	0.0
2016123	0.893	276.183	6.931	0.884	270.0	267.33	991.695	0.0	0.0
2016124	7.927	168.477	7.71	0.703	281.25	253.253	987.052	0.0	0.0
2016125	1.232	260.988	6.415	0.822	282.25	252.948	993.293	0.0	0.0
2016126	5.06	29.559	10.218	0.73	280.75	293.467	979.35	0.0	0.0
2016127	11.491	159.179	9.436	0.735	264.75	295.451	980.995	0.0	0.0
2016128	5.587	114.682	7.212	0.675	297.25	251.582	990.035	0.0	0.0
2016129	7.194	304.61	7.021	0.727	178.25	302.689	985.382	0.0	0.0
2016130	7.571	350.633	9.886	0.631	295.5	282.423	982.743	0.0	0.0
2016131	7.041	305.782	9.298	0.639	134.5	318.486	988.375	0.0	0.0
2016132	6.23	309.293	8.179	0.986	29.5	357.497	988.044	0.00102	0.0
2016133	6.394	101.319	7.165	0.982	90.5	351.34	981.821	0.00015	0.0
2016134	12.432	183.233	0.039	0.752	81.0	294.532	992.286	2e-05	0.0
2016135	5.568	132.292	2.091	0.677	322.25	223.563	997.066	0.0	0.0
2016136	6.338	115.843	5.834	0.764	158.0	308.791	987.198	0.0	0.0
2016137	1.42	105.509	6.335	0.878	323.75	253.699	993.417	0.0	0.0
2016138	4.605	12.423	8.276	0.713	321.0	270.107	1000.681	0.0	0.0
2016139	7.914	4.37	8.157	0.724	313.25	272.724	994.307	0.0	0.0
2016140	8.497	351.372	10.297	0.607	242.5	306.13	986.924	0.0	0.0
2016141	5.796	355.037	9.785	0.702	326.5	288.273	990.214	0.0	0.0
2016142	2.47	342.318	10.302	0.686	329.75	291.971	995.176	0.0	0.0
2016143	9.341	353.309	11.112	0.648	304.25	302.694	983.632	0.0	0.0
2016144	7.642	126.394	10.885	0.994	214.75	349.23	972.929	2e-05	0.0
2016145	1.655	345.28	9.635	0.765	336.0	288.328	983.419	0.0	0.0
2016146	3.755	289.18	9.971	0.884	315.5	305.03	987.942	0.0	0.0
2016147	5.319	219.562	9.305	1.0	36.0	368.956	980.34	0.00071	0.0
2016148	4.368	186.2	9.174	1.0	185.0	361.718	983.246	0.0	0.0
2016149	5.115	220.65	9.194	1.0	36.25	370.942	987.408	0.00069	0.0
2016150	4.171	166.109	8.205	0.994	98.0	358.03	986.359	0.0	0.0
2016151	1.423	164.733	7.794	0.997	188.75	329.147	987.917	0.0	0.0
2016152	11.129	279.231	12.066	0.694	94.75	343.214	986.789	0.0	0.0
2016153	6.358	232.159	11.768	0.924	55.75	366.341	981.499	2e-05	0.0
2016154	3.643	140.646	11.023	0.854	126.5	353.17	989.22	0.0	0.0
2016155	6.91	316.5	13.35	0.793	172.25	356.311	986.295	0.0	0.0
2016156	4.376	165.75	13.762	0.869	126.0	358.605	988.65	0.0	0.0
2016157	7.669	148.491	14.466	0.793	350.5	299.148	980.169	0.0	0.0
2016158	7.921	183.596	13.003	0.893	351.0	292.36	986.691	0.0	0.0
2016159	3.601	252.257	11.633	0.658	357.25	273.575	991.48	1e-05	0.0
2016160	6.783	340.37	12.508	0.684	234.5	323.768	987.968	0.0	0.0
2016161	6.83	309.241	14.956	0.873	236.25	351.229	983.07	0.0	0.0
2016162	6.665	339.631	16.714	0.935	335.5	358.098	977.983	0.00196	0.0
2016163	10.129	182.969	11.092	0.788	215.25	343.85	991.56	0.0	0.0
2016164	7.129	306.087	14.023	0.673	232.0	317.894	995.156	0.0	0.0
2016165	3.536	355.062	14.847	0.918	355.25	304.988	987.691	1e-05	0.0
2016166	4.051	301.585	16.698	0.724	345.25	321.575	985.98	0.0	0.0
2016167	1.423	270.532	14.945	0.879	163.0	359.981	983.543	0.0	0.0
2016168	4.707	308.622	14.615	0.905	314.25	326.205	989.05	0.0	0.0
2016169	2.901	75.846	15.915	0.924	201.25	363.905	989.067	8e-05	0.0
2016170	3.767	69.739	14.92	0.742	354.5	297.347	994.796	0.0	0.0
2016171	4.654	317.632	15.66	0.989	112.75	388.558	981.082	0.0	0.0
2016172	9.983	116.509	13.501	0.714	354.75	283.302	988.077	0.0	0.0
2016173	4.896	156.075	13.947	0.781	353.5	289.549	989.085	0.0	0.0
2016174	2.653	277.782	14.784	0.766	341.75	303.581	986.424	0.0	0.0
2016175	4.942	75.931	15.514	0.746	345.5	313.46	990.085	0.0	0.0
2016176	6.102	357.897	15.789	0.808	328.5	325.889	986.391	0.0	0.0
2016177	9.665	299.915	16.916	0.93	193.5	373.117	975.253	0.0	0.0
2016178	11.499	99.938	14.384	0.928	83.75	382.563	973.391	0.00051	0.0
2016179	4.481	196.754	12.125	0.738	293.25	290.297	997.816	0.0	0.0
2016180	6.269	30.911	14.515	0.82	329.0	307.186	996.468	0.0	0.0
2016181	3.303	53.119	14.946	0.943	326.25	337.329	989.184	0.0	0.0
2016182	7.985	205.092	11.504	0.788	343.75	279.135	996.788	0.0	0.0
2016183	2.732	63.445	16.14	0.636	346.25	290.163	996.3	0.0	0.0
2016184	2.452	318.231	16.765	0.725	344.75	296.341	992.795	0.0	0.0
2016185	2.415	23.316	16.452	0.907	190.0	358.584	988.623	0.0	0.0
2016186	6.257	22.505	17.616	0.875	322.5	347.824	975.114	0.0	0.0
2016187	3.161	132.238	16.034	0.946	302.25	334.435	979.565	0.0	0.0
2016188	5.233	137.669	14.738	0.953	225.75	359.125	983.524	1e-05	0.0
2016189	4.501	283.244	16.401	0.869	317.75	322.359	984.916	0.0	0.0
2016190	4.698	190.316	16.586	0.899	318.25	327.427	986.147	0.0	0.0
2016191	4.283	319.796	16.85	0.958	272.5	344.818	991.199	0.0	0.0
2016192	6.684	351.047	18.62	0.827	227.75	382.376	981.832	0.0	0.0
2016193	6.606	259.203	16.472	0.978	38.5	393.517	977.14	0.00051	0.0
2016194	6.013	11.091	16.66	0.964	113.25	385.367	966.533	2e-05	0.0
2016195	8.102	111.765	17.304	0.962	79.0	399.794	967.149	0.00041	0.0
2016196	7.207	185.773	15.779	0.737	168.5	343.592	987.454	0.0	0.0
2016197	2.962	144.701	16.03	0.843	307.5	309.91	992.521	0.0	0.0
2016198	5.0	36.371	16.359	0.857	306.25	315.034	988.0	0.0	0.0
2016199	5.245	101.076	17.189	0.796	302.5	322.684	979.737	0.0	0.0
2016200	4.211	140.524	15.54	0.72	307.75	294.64	994.767	0.0	0.0
2016201	6.163	2.99	17.513	0.85	287.75	340.625	992.004	0.0	0.0
2016202	8.606	4.187	19.126	0.938	254.75	373.573	983.754	0.0	0.0
2016203	6.73	78.703	18.344	0.85	293.0	333.033	982.905	0.0	0.0
2016204	5.428	100.514	18.241	0.833	287.0	336.357	987.025	0.0	0.0
2016205	6.634	321.012	18.873	0.782	115.75	361.023	985.458	0.0	0.0
2016206	6.986	115.448	16.975	0.92	132.5	387.033	980.844	0.0	0.0
2016207	5.414	72.083	17.171	0.855	278.25	333.213	987.63	0.0	0.0
2016208	4.35	176.81	16.987	0.906	277.0	323.644	990.165	0.0	0.0
2016209	4.324	227.84	15.895	0.833	277.75	312.406	994.602	0.0	0.0
2016210	0.508	23.025	16.667	0.881	276.0	312.632	995.633	0.0	0.0
2016211	4.467	14.309	17.374	0.803	253.25	334.701	992.224	0.0	0.0
2016212	6.593	353.191	17.458	0.817	246.5	332.981	987.941	0.0	0.0
2016213	9.494	326.663	18.821	0.825	232.75	352.813	985.105	0.0	0.0
2016214	2.747	49.783	17.986	0.981	31.0	409.005	984.731	0.00016	0.0
2016215	6.922	64.311	17.49	0.786	259.25	319.357	986.905	0.0	0.0
2016216	4.852	40.916	18.814	0.773	255.5	330.16	986.847	0.0	0.0
2016217	6.98	80.902	17.627	0.978	217.0	360.743	972.736	1e-05	0.0
2016218	6.817	127.029	15.587	0.87	217.5	327.136	988.65	4e-05	0.0
2016219	3.911	123.334	17.024	0.795	248.25	310.635	992.943	0.0	0.0
2016220	2.323	16.289	17.679	0.834	244.0	319.83	992.285	0.0	0.0
2016221	8.311	10.124	18.368	0.83	210.5	346.894	985.353	0.0	0.0
2016222	10.372	171.814	16.124	0.885	132.75	369.116	981.65	0.0	0.0
2016223	4.897	307.592	15.884	0.676	134.5	324.887	991.702	0.0	0.0
2016224	5.837	244.205	16.627	0.955	88.0	389.272	983.806	0.0	0.0
2016225	4.972	105.978	16.035	0.971	161.75	376.051	983.405	0.0	0.0
2016226	5.39	113.421	15.061	0.908	186.0	333.101	986.175	1e-05	0.0
2016227	2.398	63.993	17.012	0.839	215.75	325.154	988.476	0.0	0.0
2016228	1.909	339.871	18.07	0.831	179.5	354.314	988.01	0.0	0.0
2016229	3.215	131.267	17.642	0.961	206.5	344.247	987.768	0.0	0.0
2016230	2.053	358.611	18.065	0.919	205.5	334.417	989.776	0.0	0.0
2016231	4.966	81.917	17.494	0.949	81.5	371.99	985.57	0.0	0.0
2016232	6.396	134.203	16.1	0.83	170.0	321.792	986.66	0.0	0.0
2016233	4.123	188.326	15.479	0.842	199.0	302.9	986.979	0.0	0.0
2016234	4.955	59.46	15.885	0.676	197.0	296.92	984.775	0.0	0.0
2016235	7.081	24.172	17.735	0.798	171.25	335.259	978.675	0.0	0.0
2016236	6.161	291.169	19.32	0.849	179.0	355.932	978.669	7e-05	0.0
2016237	6.279	65.607	17.421	0.831	184.0	315.541	980.515	0.0	0.0
2016238	9.46	189.578	14.912	0.791	116.75	338.633	987.151	0.00022	0.0
2016239	5.074	24.471	17.187	0.759	175.5	315.281	989.455	0.0	0.0
2016240	8.329	15.591	16.112	0.781	164.5	311.384	986.598	0.0	0.0
2016241	6.377	339.857	16.624	0.84	170.75	307.914	989.24	0.0	0.0
2016242	7.935	143.486	16.358	0.839	163.75	314.153	992.487	1e-05	0.0
2016243	5.805	131.78	14.928	0.789	162.75	294.39	997.073	0.0	0.0
2016244	3.813	203.158	13.358	0.937	154.75	307.573	1000.196	0.0	0.0
2016245	7.511	322.457	13.19	0.862	155.5	295.201	999.129	0.0	0.0
2016246	10.216	355.307	15.46	0.802	150.75	327.292	990.541	0.0	0.0
2016247	10.428	358.627	16.433	0.766	137.5	341.349	981.866	0.0	0.0
2016248	0.509	298.961	14.25	0.903	137.0	310.963	984.886	0.00035	0.0
2016249	5.209	179.178	13.334	0.893	133.5	306.313	985.335	0.0	0.0
2016250	4.847	118.158	13.072	0.948	89.0	329.576	987.035	0.0	0.0
2016251	3.076	312.135	13.271	0.886	130.75	299.092	992.012	0.0	0.0
2016252	5.399	78.322	12.736	0.942	51.5	367.226	978.761	6e-05	0.0
2016253	6.398	145.458	11.818	0.921	82.25	332.343	983.245	0.0	0.0
2016254	5.843	144.478	11.11	0.946	103.75	315.92	990.076	0.0	0.0
2016255	8.078	18.714	13.873	0.806	95.0	315.35	979.37	0.0	0.0
2016256	7.246	140.496	11.982	0.904	41.25	324.169	985.385	0.0	0.0
2016257	5.471	155.711	9.667	0.845	37.5	344.826	996.734	0.00011	0.0
2016258	10.918	43.075	10.245	0.71	108.5	263.164	994.736	0.0	0.0
2016259	7.581	18.1	12.718	0.823	98.5	302.371	989.122	0.0	0.0
2016260	7.809	190.684	13.35	0.95	12.25	369.241	985.119	0.0002	0.0
2016261	4.561	175.02	13.244	0.914	92.75	304.983	984.893	0.0	0.0
2016262	7.869	12.38	13.989	0.844	50.25	348.38	974.484	1e-05	0.0
2016263	10.866	79.292	12.948	0.84	78.0	303.736	976.226	9e-05	0.0
2016264	7.985	99.981	12.172	0.789	84.5	277.109	988.459	0.0	0.0
2016265	3.331	173.298	12.546	0.775	67.5	289.792	996.746	0.0	0.0
2016266	2.693	186.189	12.508	0.814	81.0	280.488	998.559	1e-05	0.0
2016267	6.683	286.494	10.765	0.775	68.5	269.25	1000.139	0.0	0.0
2016268	9.452	323.676	13.109	0.947	13.25	377.141	989.273	0.00011	0.0
2016269	4.779	64.761	14.605	0.991	11.75	391.607	978.074	0.00016	0.0
2016270	14.459	138.619	10.68	0.855	43.5	298.707	984.173	0.0	0.0
2016271	11.154	175.698	10.197	0.777	49.5	303.379	986.568	0.0	0.0
2016272	1.374	358.466	10.54	0.846	52.0	289.25	998.102	0.0	0.0
2016273	4.896	339.157	12.568	0.825	49.25	295.637	1005.873	0.0	0.0
2016274	7.693	340.91	11.655	0.858	47.0	286.656	1000.717	0.0	0.0
2016275	6.374	334.261	10.15	0.855	28.25	326.231	995.12	0.0	0.0
2016276	5.111	296.837	10.275	0.862	32.0	335.802	991.725	0.0	0.0
2016277	6.421	354.304	10.472	0.927	9.0	365.2	985.686	0.00179	0.0
2016278	9.594	302.271	11.074	0.883	17.0	340.413	977.432	0.0	0.0
2016279	6.992	25.613	9.896	0.968	6.5	358.654	972.14	0.00012	0.0
2016280	11.053	51.419	3.852	0.773	15.0	314.917	980.411	4e-05	0.0
2016281	8.485	121.331	3.865	0.925	8.75	326.028	987.804	0.00038	0.0
2016282	6.359	184.554	3.599	0.805	9.25	315.587	996.872	5e-05	0.0
2016283	6.646	359.051	4.639	0.824	13.0	299.418	999.951	0.0	0.0
2016284	8.903	115.093	4.428	0.831	12.75	301.76	987.053	0.0	0.0
2016285	7.813	209.912	2.978	0.843	8.0	317.37	994.043	0.0	0.0
2016286	6.552	126.561	2.346	0.819	12.5	223.967	994.726	0.0	0.0
2016287	4.801	140.32	3.253	0.847	7.0	263.481	991.508	1e-05	0.0
2016288	8.052	319.47	5.723	0.815	3.5	315.051	980.299	2e-05	0.0
2016289	7.13	71.66	8.199	0.867	4.75	263.823	970.085	0.0	0.0
2016290	7.429	286.335	1.898	0.836	2.75	257.214	986.534	0.0	0.0
2016291	6.414	46.73	7.804	0.914	0.0	274.205	967.602	4e-05	0.0
2016292	8.534	99.123	3.014	0.851	0.0	239.79	977.977	0.0	0.0
2016293	9.69	109.633	2.949	0.845	0.0	278.319	988.938	0.0	0.0
2016294	2.704	146.419	3.811	0.879	0.0	309.851	1000.253	1e-05	0.0
2016295	11.348	337.13	3.577	0.852	0.0	246.832	989.76	0.0	0.0
2016296	3.109	126.981	6.319	0.9	0.0	255.824	987.146	3e-05	0.0
2016297	4.247	185.272	6.512	0.927	0.0	314.881	991.977	0.00024	0.0
2016298	2.426	53.892	6.474	0.881	0.0	256.916	1002.418	0.0	0.0
2016299	6.896	310.003	5.016	0.918	0.0	250.782	1002.79	0.0	0.0
2016300	10.755	326.289	4.875	0.872	0.0	326.865	995.236	0.00067	0.0
2016301	5.684	92.513	5.135	0.911	0.0	254.312	990.489	0.0	0.0
2016302	6.071	311.293	7.135	0.923	0.0	335.636	977.086	0.0	0.0
2016303	5.28	209.179	3.764	0.831	0.0	319.472	993.188	2e-05	0.0
2016304	4.787	67.429	4.467	0.86	0.0	305.303	994.253	5e-05	0.0
2016305	7.434	353.454	1.538	0.941	0.0	285.525	977.158	0.0	0.0
2016306	6.106	131.374	0.629	0.95	0.0	290.92	980.579	0.0	0.0
2016307	3.267	132.935	1.089	0.954	0.0	315.242	993.332	1e-05	0.0
2016308	2.508	272.844	-2.937	0.877	0.0	226.99	999.585	0.0	0.0
2016309	3.093	67.764	0.934	0.942	0.0	254.59	994.725	1e-05	0.0
2016310	4.68	329.059	2.846	0.867	0.0	253.196	993.818	2e-05	0.0
2016311	8.216	6.675	4.303	0.901	0.0	270.062	985.372	0.0	0.0
2016312	6.53	61.597	4.636	0.87	0.0	268.067	979.531	0.0	0.0
2016313	2.935	62.066	-0.693	0.946	0.0	239.109	1002.091	0.0	0.0
2016314	8.779	27.122	3.2	0.854	0.0	267.631	988.618	0.0	0.0
2016315	7.433	142.196	4.231	0.937	0.0	315.777	986.52	0.0	0.0
2016316	0.741	299.873	-3.748	0.893	0.0	212.095	1007.263	0.0	0.0
2016317	8.165	37.978	1.581	0.786	0.0	254.318	984.129	0.0	0.0
2016318	6.916	52.81	3.669	0.899	0.0	271.221	972.192	0.0	0.0
2016319	4.16	355.768	1.022	0.986	0.0	320.828	987.785	2e-05	0.0
2016320	5.535	92.297	1.566	0.905	0.0	243.801	977.49	0.0	0.0
2016321	5.562	340.546	-0.681	0.867	0.0	255.425	979.19	0.0	0.0
2016322	9.15	157.298	-2.021	0.898	0.0	248.681	986.329	0.0	0.0
2016323	6.794	184.049	-3.045	0.835	0.0	263.116	998.774	0.0	0.0
2016324	6.136	136.378	-5.935	0.824	0.0	197.498	1003.089	1e-05	0.0
2016325	4.935	329.379	-4.309	0.775	0.0	267.165	1000.907	0.0	0.0
2016326	7.603	328.342	-5.355	0.83	0.0	214.011	996.416	0.0	0.0
2016327	8.939	334.995	-0.645	0.876	0.0	307.087	989.222	0.00046	0.0
2016328	6.023	170.086	-0.856	0.957	0.0	307.84	993.365	2e-05	0.0
2016329	3.444	248.285	-0.66	0.956	0.0	304.938	995.207	5e-05	0.0
2016330	1.828	12.63	-0.174	0.988	0.0	309.309	995.12	1e-05	0.0
2016331	6.665	330.401	-2.527	0.942	0.0	254.88	988.139	4e-05	0.0
2016332	5.571	312.853	-2.72	0.954	0.0	235.509	983.974	0.0	0.0
2016333	7.87	244.469	-0.422	0.924	0.0	312.884	965.396	5e-05	0.0
2016334	8.127	213.18	0.422	0.963	0.0	312.419	967.26	0.00045	0.0
